plateau_id,elevation
bldg_362911df-696b-4089-9924-60c8f4e72ca8,19.919677856378257
bldg_f32d6f55-9892-4b34-833f-4a857501072c,4.440780468285084
bldg_30562cce-fd26-4b68-b839-874b0f491899,13.415209956467152
bldg_d2f298a9-3013-4e17-b9ef-24905730b2a3,18.892835550010204
bldg_4c1e36f2-7df3-42e8-b038-da6d3e957221,12.372215842828155
bldg_3c99e014-78fa-4b33-8e4a-d46158811acd,9.279125674627721
bldg_90f2dab3-0099-4ed6-b8c6-36e7a5d2fad6,20.393301512114704
bldg_5b92cb10-b37f-4e94-832e-077451938690,24.017608786933124
bldg_977038ed-02a7-4424-ae3d-98d44144f227,6.18615697324276
bldg_17513cc4-1772-4fbf-8852-2d7f4266fdae,11.101709196344018
bldg_d651dd37-7e7e-421b-9125-4ccd19584190,10.273768194951117
bldg_104c6874-375e-46c1-b560-485b25192b31,8.603831760585308
bldg_2e3819ee-13e7-4b4f-b401-b8d1dcbde882,7.289617467671633
bldg_7a6a2b22-d965-4f9c-a2ee-8bba0f467b78,6.0171957947313786
bldg_c77436fe-2035-413d-8121-efbc2a1ccda0,9.881776133552194
bldg_d0deca9a-eeb9-41b4-9aac-110d7e06e3a0,43.46447338629514
bldg_f1942a8c-d631-4156-a91d-b9c52ebcd034,9.449376600794494
bldg_022af017-0be3-4f8e-aaa7-e00ab3015a0b,5.041004064492881
bldg_dd6b5738-8bff-4ec6-b4b4-3d92a6982f73,10.770643011666834
bldg_4f6a8526-7f35-4c82-94fc-6354f07efd6d,8.225743873976171
bldg_8d1d6dbc-075a-4db5-b3c7-96e2eb9ddf20,8.256974092684686
bldg_b1bb4815-ec23-4a8b-918c-1cd9b8c10a54,7.603538504801691
bldg_8ca4996f-da2b-4625-93b7-b7c746845137,13.743213195353746
bldg_2aee819c-3a74-41e0-8701-34987a3630fb,6.770929710939527
bldg_f917f43d-2caa-4151-9a71-16fe9ab193e3,24.319544647820294
bldg_ca20bf98-2f73-4374-9963-d53e984902f0,10.069280908443034
bldg_97d532db-cbaf-4419-b86a-85a62f8bbc2a,10.336477521806955
bldg_4daae810-ab46-4455-a69c-dcb914beab69,20.926804350689054
bldg_0e7c972f-515a-4f2d-95d7-2a37bca4e4ec,3.4153185449540615
bldg_85d560b2-9202-4d44-a957-980e249e2992,4.383963523432612
bldg_a7242638-eda9-465c-aca3-90b64f775e3d,13.990479017607868
bldg_c0c76432-dc66-4f7c-8926-930a96b2c7aa,12.448828363791108
bldg_ca2b5b06-6bd8-4313-812f-67580049c368,7.648327901028097
bldg_87dbb954-1691-4181-880d-197aaa8cc6fc,12.081951091997325
bldg_2123458c-ff00-470a-8dd6-797fb9736098,18.837586876936257
bldg_0e9c04c1-40ca-438e-b3f5-4f76a02b705c,16.134577612392604
bldg_a086bdce-586f-4dfd-983b-cbf4579a3e91,18.051734923385084
bldg_c8ef5357-1dca-4a98-9110-01cd363427e5,10.990343228913844
bldg_f9f451d9-168b-4aca-918e-4d3d006c1f00,16.31117326579988
bldg_b781126d-8c24-40a9-8dd5-320fe4d63a9f,6.770941365510225
bldg_e7f7f16d-a4be-4b02-8e26-8084a3591dbc,14.983404470607638
bldg_d0b05811-7c86-4703-b715-988895f2c8d1,17.0012293048203
bldg_b8290036-6845-4e48-864a-f73d935aa7ee,18.333444682881236
bldg_a6d7f1a0-6dfb-4d58-b85d-490866a50b33,6.758859811350703
bldg_0c6939a4-feec-44c8-be81-4c017040e5a8,9.669757512398064
bldg_c0a105a7-9259-4067-8c90-897b700b4f56,22.46646964829415
bldg_a5fa6552-2497-4bb5-ba5e-37e73aa89f90,7.349110473878682
