plateau_id,elevation
bldg_c32f3923-8f2c-4626-868f-60ac79aa9b96,15.997190342284739
bldg_8f5b8c7a-d347-49ac-860b-804ebc309454,31.833879499696195
bldg_fab86ab7-8869-4397-a5f3-e9f33092aff6,16.688658202067018
bldg_5edff140-0f35-4f85-90b8-561a99b9ced6,13.83090527355671
bldg_13c7b991-509f-4d2f-9c34-ed6a8a6d5a16,31.397743405774236
bldg_b030021b-619f-4bcc-83a6-b27f18df886c,31.95268018450588
bldg_30adb7fa-a278-4dd3-a338-dc08fce77b5b,3.6382697680965066
bldg_a05ef260-6f00-4f86-82c2-54c54888f2f5,14.755022560246289
bldg_ed397111-bb1a-4215-a5ce-f01ab69e4e3e,19.50130502600223
bldg_cb4e1ef9-f09e-47b8-912e-3901f8323c36,6.246243775822222
bldg_3dedd858-6479-4990-9b62-14f746e5f3d0,16.1997278239578
bldg_3cad635e-6acd-477a-b65a-721ca7817b7e,8.098853043280542
bldg_35f13d6f-2cf9-4189-bf58-e54e89721adc,8.246016470715404
bldg_1185f4d5-95c6-4c6b-b398-db3651ef4ba5,12.425381322391331
bldg_0b1f7f82-9dc0-4c2e-994a-775de6ca1f17,10.778296427801251
bldg_2502a6fb-5c43-41a6-8ea4-48a6c5ec6dc7,16.67690138425678
bldg_8fd60f9d-b579-424b-b850-31a2f24a4746,16.40512693207711
bldg_1dee5616-2fbc-45ce-97b9-6b68477cab6b,17.047751455567777
bldg_f49a8ff3-f5a3-4db8-96f3-93cfb431fcf4,16.40880593471229
bldg_42c5f221-7251-4af2-aa2a-30b39dc3f579,20.30643855780363
bldg_215260b8-7778-4154-ba2a-fb3b68a1e6ae,12.456306858919561
bldg_f2667179-d294-4e18-807c-9f57146e085c,13.404208833351731
bldg_21d40214-6948-4c99-b908-c2f85afe3f0c,13.71494099125266
bldg_fa634ac3-5c05-4063-8d61-3a76ba0088fc,19.014836703427136
bldg_265c61b4-ba68-4c17-a868-f6c7b4cb72a6,11.218391668051481
bldg_f0066fdd-3424-4522-a8d2-692ecd56c438,13.828545033931732
bldg_7a80f0e6-47d9-42e6-ae7c-58dd9837306e,16.56141049787402
bldg_9bb2fa5d-c86b-4dd7-8986-a57a609feed5,15.960866410285234
bldg_85ad3e4d-2776-4c13-a03c-bf4bf1623b3b,10.10354926623404
bldg_f027b9ba-675b-4bb4-88fa-c09c35920fe3,8.302440455183387
bldg_6649e9ab-262c-40a2-a077-81ca1d8f01a7,21.10704007651657
bldg_2297efc7-96dd-4888-97c3-128521f193f9,12.836815726011992
bldg_a14072b6-c8e0-4211-a157-d87af01c5bbd,19.14624623488635
bldg_7966a1cc-c515-47ad-aaf0-6bb1de07f588,13.613822924904525
bldg_e1ce7b38-95f4-4bf1-8526-02026c21d132,14.180738598108292
bldg_d97cf9f7-9fb1-4fe5-a1f3-c43def674795,13.08611012250185
bldg_c6626747-a86a-48cf-b8b6-4eb847251f7c,17.28226433787495
bldg_76c2cc06-ef59-4ee1-939f-bf1d3b3032b5,2.790133012458682
bldg_24ce3947-ec94-47e4-b463-889978df5058,22.615612352266908
bldg_5960242b-13eb-40d2-bf76-d162b902b4cc,13.830399222671986
bldg_f537a482-6168-416b-bac7-8b30a5fa7297,21.10824050847441
bldg_898faab4-bdad-4e95-8445-2a1286ba1bac,11.453413426876068
bldg_8505ecba-9771-4155-a916-f3d100895a7c,18.52614012453705
bldg_e6824c90-c29e-4def-9f8f-7e8ab4e9723a,14.840397874824703
bldg_f25acfe3-6cb6-4532-94ab-bd91e19713ea,10.533658055588603
bldg_75f72e2e-8529-4d7e-beb3-74ce55a0903a,30.270989228971303
bldg_fc8d446e-cd31-4d06-a5dc-db07f696df33,9.792407020926476
bldg_a44154ba-c2e0-4b8e-867e-d51e109add3c,13.071983964182436
bldg_21b6693d-0c0c-46bb-9b10-0581efa7e0ff,13.192510230466723
bldg_458d8763-7582-40e0-84df-66f08c8d2e54,13.903129884041846
bldg_52a2bc3b-95a9-4e42-8609-16795be78c2b,17.459015398286283
bldg_8ee6605c-8b0e-4d40-9090-dd14e6e69306,14.055696064606309
bldg_f28aef0a-27ad-4fb7-be86-f09e0b55a721,12.722483722493052
bldg_f4ade5e3-7534-4787-b5cb-923d777d8926,15.047939032316208
bldg_b09051a0-2329-49a6-98a9-b9de9379ca74,10.705222180113196
bldg_278357c1-1165-487d-a36c-534e2899d29c,36.258140875957906
bldg_32ce8b4f-aa90-463d-908c-b7f01d7cebde,13.905795648694038
bldg_04a085e4-a2b9-4748-af12-04ffd6c710ae,15.73123402055353
bldg_1216d441-21d0-4f16-897b-eb90eaafd91c,15.864753232337534
bldg_134041db-5099-4b29-afff-6e5d45713789,11.890555215999484
bldg_7e8ccfce-640d-40b4-b675-a33b4dad7763,13.068982535973191
bldg_85696946-11f9-4991-9c4a-ca0f17091067,11.379830028861761
bldg_2fbad8d6-a992-406d-a5ea-6236ac27b1bc,36.716684493236244
bldg_c981cc1e-f659-4095-af43-ed346e86c0a2,12.38065339345485
bldg_6f11ad05-2ad4-485f-9943-c5a7232a4ee6,4.3061109688133
bldg_239914f7-07cb-4cea-9dd0-72f794aad854,14.391684642992914
bldg_7f1bafbc-ce9c-447f-be3d-f81096059d88,17.41045944672078
bldg_a634ad89-3a77-4eab-88a3-dde71fbebd68,16.700252145528793
