# gx gy gz (ECEF center)
# id px py pz (point data)
-3957807.463847000151873 3357257.015753999818116 3695139.802271000109613
635 31.894489 87.834862 -49.985912
636 28.890867 94.382843 -50.020325
637 28.851845 94.082924 -49.442329
638 29.323475 94.535423 -50.397034
639 29.298376 94.570610 -50.410873
640 28.803576 94.245590 -49.524128
641 28.959326 94.267387 -50.096554
642 31.847006 87.940018 -50.122929
643 33.760948 99.528839 -54.373707
644 49.150883 114.842300 -55.303524
645 28.739296 93.924942 -48.873421
646 62.934208 154.994141 -74.861435
647 29.162727 95.259270 -50.850010
648 29.003824 98.859978 -57.061852
649 13.443209 37.826660 -24.026873
650 20.956224 35.921608 -13.573011
651 19.596645 35.269188 -14.436426
652 19.112732 35.706512 -14.024892
653 20.312723 35.677296 -13.897755
654 18.320499 38.707062 -9.538034
655 19.639244 35.762691 -13.631426
656 20.389526 36.088280 -13.254052
657 21.245670 36.540668 -11.857189
658 17.773907 38.674381 -9.988673
659 19.041372 38.656670 -8.938737
660 19.766409 37.158749 -11.396877
661 31.240063 101.564079 -25.170694
662 23.235102 67.480217 -19.835936
663 19.481209 37.386791 -10.627401
664 20.075663 36.926403 -11.213496
665 20.856367 36.737343 -11.679126
666 18.064182 37.271885 -16.186621
667 18.512280 33.679668 -16.735260
668 21.647526 43.782627 -18.903341
669 11.207419 40.110760 -23.671370
670 21.656160 69.144409 -25.404669
671 15.318100 41.019196 -17.224205
672 7.355777 28.074018 -15.602819
673 9.897503 31.169390 -20.083715
674 20.649292 40.405926 -19.637505
675 18.384480 36.105175 -14.644926
676 33.873695 102.860741 -28.110464
677 18.898176 35.071594 -15.031173
678 5.462171 39.811169 -20.779957
679 5.886746 40.098179 -20.292295
680 6.013559 28.043751 -17.909416
681 6.754225 27.816807 -17.907761
682 6.773868 27.556913 -18.292576
683 4.690524 39.925999 -21.091282
684 6.390787 28.053516 -17.571878
685 6.203732 27.787580 -18.126661
686 9.145321 29.811975 -21.206707
687 16.640028 39.263634 -9.973269
688 17.250521 38.701729 -10.615792
689 18.266617 37.324326 -11.667128
690 18.952551 37.260902 -11.194174
691 7.435430 28.594009 -18.739508
692 18.890947 37.009487 -12.592934
693 18.745426 36.184315 -13.761432
694 8.815104 30.480726 -21.220764
695 21.449894 35.315350 -13.116537
696 18.464624 35.080288 -17.552677
697 29.257698 107.013550 -24.795378
698 17.215492 39.146416 -9.451918
699 18.485580 39.218761 -8.345715
700 19.007341 39.440071 -7.933676
701 7.517670 27.915533 -15.838740
702 6.981307 27.364342 -18.403202
703 20.424877 37.755108 -10.057942
704 7.061863 27.235577 -18.662317
705 32.612793 77.728256 -28.593349
706 20.996361 37.256760 -10.646803
707 21.653685 34.286282 -10.994007
708 20.939709 32.462593 -10.100706
709 6.435020 27.937561 -17.507122
710 21.195257 42.964310 -18.713907
711 8.012055 25.813530 -18.898689
712 6.938396 27.397844 -18.357239
713 8.115693 25.734673 -18.998386
714 6.765746 27.486843 -18.213272
715 6.047502 27.992992 -17.885239
716 21.628595 40.749004 -19.483402
717 6.760434 27.469624 -18.209455
718 6.930765 27.471735 -18.402735
719 4.751361 39.774494 -21.014854
720 23.194715 45.785297 -19.514597
721 8.101839 25.825197 -19.065065
722 7.345673 27.057110 -18.812542
723 15.360323 41.483868 -17.346191
724 5.760805 28.367453 -17.773558
725 18.979099 35.401329 -14.045558
726 4.736118 39.940430 -21.072184
727 6.937278 27.365744 -18.352871
728 4.215899 40.128376 -21.633663
729 6.399994 28.007864 -17.569256
730 20.537422 43.783237 -18.628847
731 19.299910 35.911636 -14.151804
732 7.397040 27.520529 -18.600451
733 8.323973 31.122450 -20.564060
734 14.992791 39.968773 -17.013758
735 11.685252 38.308819 -28.157904
736 7.437978 36.359703 -21.017675
737 11.817962 36.168217 -23.945759
738 9.604355 29.263170 -21.291021
739 7.329317 27.554842 -18.586460
740 8.044875 26.650034 -19.133638
741 8.134670 25.212221 -19.209332
742 7.195588 26.409286 -19.740234
743 7.608194 26.947214 -18.660120
744 5.164147 40.592163 -19.400103
745 4.526398 28.516922 -17.263451
746 16.901201 59.011665 -16.145336
747 3.892762 39.392567 -20.436882
748 4.670058 34.138897 -19.227724
749 4.943173 28.679483 -17.755896
750 6.639017 26.752571 -19.341383
751 7.923683 25.436045 -18.971699
752 17.037849 32.902149 -14.597905
753 8.682705 27.984608 -20.632425
754 9.617270 28.585373 -20.902136
755 9.890659 26.212986 -17.920700
756 5.503397 27.870697 -18.322849
757 7.157817 30.980305 -18.007059
758 6.391138 27.726122 -17.763063
759 21.553560 50.644470 -19.999487
760 7.290813 26.292492 -19.196381
761 7.796148 26.893301 -18.937304
762 22.309420 35.866695 -11.324188
763 7.429134 25.158394 -19.145716
